cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"22855","53410","709956","0","Oklahoma Heritage Bank","Roff","OK","74865","12/31/2014","2/18/2015","NM","Main And Ninth Streets","","3","0","0","8","0","Pontotoc","","","5/7/1979","5/7/1979","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.okheritage.com","61167","3434","13483","2883","847","1412","2743","4496","10508","5478","10898","3392","1245"
"5994","0","905356","2725660","Oklahoma State Bank","Guthrie","OK","73044","12/31/2014","2/18/2015","NM","2610 South Division Avenue","TOWN & COUNTRY BANCSHARES, LLC","5","0","0","4","0","Logan","36420","Oklahoma City, OK","1/1/1909","1/1/1934","3/13/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.osbbank.com","74849","2648","854","3857","9095","652","1394","8809","15036","7053","22048","2245","649"
"13416","0","324256","1065864","Oklahoma State Bank","Buffalo","OK","73834","12/31/2014","2/18/2015","NM","122 South Hoy St","BUFFALO BANCSHARES, INC.","2","0","0","2","1","Harper","","","2/10/1930","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.osbbuffalo.com","28556","0","9","489","506","1217","0","12506","4157","3666","4102","1899","0"
"15611","0","285759","1059797","Oklahoma State Bank","Vinita","OK","74301","12/31/2014","2/18/2015","NM","120 West Canadian Street","OKLAHOMA STATE BANCSHARES, INC.","3","0","0","4","1","Craig","","","7/13/1938","8/19/1938","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.okstatebank.com","94175","583","1208","2912","1881","1889","3371","17619","14189","11790","10663","15064","12057"
"58504","0","3610718","0","Old Dominion National Bank","North Garden","VA","22959","12/31/2014","2/18/2015","N","4916 Plank Road, Suite 216","","2","0","0","4","0","Albemarle","16820","Charlottesville, VA","7/23/2007","7/23/2007","6/20/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.odnbonline.com","28724","355","843","3970","955","0","2141","6053","2621","7026","2004","415","1737"
"24244","0","646837","1085527","Old Florida Bank","Orlando","FL","32801","12/31/2014","2/18/2015","NM","60 N. Court Ave., 1st Fl.","OLD FLORIDA BANCSHARES, INC.","10","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","12/15/1982","12/15/1982","6/30/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.oldflorida.com","722305","1103","5953","10087","21701","7012","23850","95915","64261","172271","166122","138065","8912"
"27599","0","1401387","3200221","Old Line Bank","Bowie","MD","20716","12/31/2014","2/18/2015","SM","1525 Pointer Ridge Place","OLD LINE BANCSHARES, INC.","19","0","0","4","0","Prince Georges","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","9/28/1989","9/28/1989","5/10/2013","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.oldlinebank.com","935403","13596","11609","12349","9448","40329","66224","96010","52941","118602","126673","361297","21117"
"35303","0","2839053","2839044","Old Mission Bank","Sault Sainte Mar","MI","49783","12/31/2014","2/18/2015","NM","2701 1-75 Business Spur","OLD MISSION BANCORP, INC.","2","0","0","4","0","Chippewa","","","2/7/2000","2/7/2000","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","www.oldmissionbank.com","62132","319","1273","1778","2234","3564","4735","3668","4637","12063","20398","5443","1446"
"8252","0","2785646","2816803","Old Missouri Bank","Springfield","MO","65807","12/31/2014","2/18/2015","SM","3570 South National","JAMESMARK BANKSHARES, INC.","4","0","0","2","0","Greene","44180","Springfield, MO","4/13/1883","1/1/1934","12/13/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://www.oldmissouribank.com","205385","4592","6043","9150","16048","2772","972","60261","34759","48498","17650","4014","33"
"3832","15401","208244","1098303","Old National Bank","Evansville","IN","47708","12/31/2014","2/18/2015","N","1 Main Street","OLD NATIONAL BANCORP","211","0","1","9","0","Vanderburgh","21780","Evansville, IN-KY","8/27/1907","1/1/1934","11/1/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.oldnational.com","6532798","48573","112258","98990","84030","751356","664846","1638085","298296","583156","1127794","904065","108624"
"58314","0","3404207","2260406","Old Plank Trail Community Bank, National Association","New Lenox","IL","60451","12/31/2014","2/18/2015","N","280 Veterans Pkwy","WINTRUST FINANCIAL CORPORATION","14","0","1","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/16/2006","3/16/2006","5/1/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.oldplanktrailbank.com","683215","5645","5376","11966","6503","3545","1656","120989","290410","104878","88490","31973","5737"
"3603","14165","936136","1206911","Old Second National Bank","Aurora","IL","60506","12/31/2014","2/18/2015","N","37-39 South River Street","OLD SECOND BANCORP, INC.","25","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/21/1887","1/1/1934","2/9/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.oldsecond.com","1164404","15519","54473","11015","52416","18049","10770","178137","58259","206447","331173","200240","980"
"58561","0","3620913","0","OldTown Bank","Waynesville","NC","28786","12/31/2014","2/18/2015","NM","2045 South Main Street","","1","0","0","4","0","Haywood","11700","Asheville, NC","9/10/2007","9/10/2007","2/23/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.oldtownbanking.com","65349","115","1171","3432","3134","2220","14930","4374","3852","8687","13663","6553","658"
"34171","0","2391588","3153260","Olmsted National Bank","Rochester","MN","55901","12/31/2014","2/18/2015","N","975 34th Avenue Nw","OLMSTED HOLDING CORPORATION","1","0","0","4","1","Olmsted","40340","Rochester, MN","5/9/1996","5/9/1996","4/10/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.bankononb.com","42391","1013","1683","4559","2734","0","676","8787","6045","7983","8758","64","22"
"28599","1925","550279","0","Olympia Federal Savings and Loan Association","Olympia","WA","98507","12/31/2014","2/18/2015","SB","421 Capitol Way S","","7","0","0","5","0","Thurston","36500","Olympia-Tumwater, WA","1/1/1906","12/7/1934","3/10/2014","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.olyfed.com","376613","0","24","718","4527","48407","246319","41","622","3103","8639","31338","31164"
"8871","0","854548","0","OmniBank","Bay Springs","MS","39422","12/31/2014","2/18/2015","NM","531 3rd Street","","3","0","0","4","0","Jasper","","","1/1/1907","1/1/1934","12/6/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","http://www.theomnibankonline.com","26137","703","610","2391","2581","416","0","2538","3036","8121","4049","1359","0"
"35348","0","2826316","1094314","ONB Bank and Trust Company","Tulsa","OK","74137","12/31/2014","2/18/2015","SM","8908 S Yale Ave, Suite 100","CENTRAL BANCOMPANY, INC","10","0","1","4","0","Tulsa","46140","Tulsa, OK","1/20/2000","1/20/2000","1/14/2014","Stock","0","1","FED","DIF","Dallas","KANSAS CITY","Tulsa","Kansas City","Southern","West","www.onbbank.com","527479","4113","10473","16752","21081","3085","2864","77041","69738","115174","115825","81295","5895"
"6078","0","95051","0","One American Bank","Centerville","SD","57014","12/31/2014","2/18/2015","NM","549 Broadway","","3","0","0","4","0","Turner","43620","Sioux Falls, SD","1/1/1883","1/1/1934","5/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.oneamericanbank.com","63609","986","602","1310","634","203","0","20337","5137","8328","19474","5649","116"
"17800","14448","568144","2571269","One Bank & Trust, National Association","Little Rock","AR","72201","12/31/2014","2/18/2015","N","300 West Capitol Avenue","ONEFINANCIAL CORPORATION","9","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","8/30/1957","8/30/1957","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.onebanc.com","227887","4706","9940","11848","18097","13169","19391","35038","21302","38569","48963","1748","0"
"58811","18099","3807880","2037569","One South Bank","Chipley","FL","32428","12/31/2014","2/18/2015","NM","1385 Main Street","ONE SOUTH FINANCIAL, INC.","1","0","0","2","1","Washington","","","10/29/2008","10/29/2008","7/31/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.onesouthbank.com","27765","0","372","334","1207","5311","0","4607","5603","4360","2679","2388","904"
"57901","0","3296859","3311109","One World Bank","Dallas","TX","75229","12/31/2014","2/18/2015","NM","2449 Walnut Hill Lane","ONE WORLD HOLDING, INC.","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/4/2005","4/4/2005","2/10/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.oneworldbank.com","44964","0","277","0","0","0","0","12929","3095","11143","14409","792","0"
"23966","9061","935308","0","OneUnited Bank","Boston","MA","2110","12/31/2014","2/18/2015","NM","100 Franklin St","","9","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","8/2/1982","8/2/1982","1/2/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://www.oneunited.com","344879","4749","1239","0","18","1987","28896","30365","40476","75879","143895","5950","1676"
"58978","18129","3918898","3923614","OneWest Bank, National Association","Pasadena","CA","91101","12/31/2014","2/18/2015","N","888 E. Walnut Street","IMB HOLDCO LLC","74","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/19/2009","3/19/2009","5/6/2014","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.onewestbank.com","14834724","1185963","784127","238223","526447","918603","2983466","6382681","563079","367490","250293","396621","136732"
"10380","13267","248745","2128944","Oostburg State Bank","Oostburg","WI","53070","12/31/2014","2/18/2015","NM","905 Center Avenue","OOSTBURG BANCORP, INC.","2","0","0","4","0","Sheboygan","43100","Sheboygan, WI","3/1/1908","1/1/1934","6/24/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.oostburgbank.com","125808","4905","5116","12065","5623","876","0","31694","14329","29513","9540","7983","167"
"57944","0","3357219","0","Open Bank","Los Angeles","CA","90017","12/31/2014","2/18/2015","NM","1000 Wilshire Blvd, # 100","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","6/10/2005","6/10/2005","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://WWW.MYOPENBANK.COM","419238","0","0","0","0","0","58277","204270","1748","12862","85624","55505","0"
"30182","4902","685676","4126609","Opportunity Bank of Montana","Helena","MT","59601","12/31/2014","2/18/2015","SM","1400 Prospect Avenue","EAGLE BANCORP MONTANA, INC.","13","0","0","4","0","Lewis And Clark","","","1/1/1922","3/26/1942","10/14/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","http://www.opportunitybank.com","336307","803","5732","3793","15466","42690","50093","11566","25732","17975","10976","65485","85035"
"58699","0","3689385","0","Optima Bank & Trust Company","Portsmouth","NH","3802","12/31/2014","2/18/2015","NM","Two Harbour Place","","5","0","0","4","0","Rockingham","14460","Boston-Cambridge-Newton, MA-NH","1/29/2008","1/29/2008","1/2/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.optimabank.com","263828","733","3421","7947","11664","66725","40185","11952","15007","4885","10840","30805","57881"
"35430","0","2953418","3251661","OptimumBank","Plantation","FL","33324","12/31/2014","2/18/2015","NM","10197 Cleary Boulevard","OPTIMUMBANK HOLDINGS, INC.","3","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/1/2000","11/1/2000","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.optimumbank.com","78073","1117","12624","220","2154","0","1930","19562","12769","9217","10688","3476","0"
"57408","0","3202702","0","Optum Bank, Inc.","Salt Lake City","UT","84120","12/31/2014","2/18/2015","NM","2525 Lake Park Blvd, # 110","","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","7/21/2003","7/21/2003","6/13/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.optumbank.com","369377","0","0","0","0","0","0","29868","21595","70343","117993","129090","302"
"33806","0","2047504","0","Opus Bank","Irvine","CA","92612","12/31/2014","2/18/2015","NM","19900 Macarthur Blvd, 12th F","","61","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/20/1993","5/20/1993","3/10/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.opusbank.com","4085501","4716","49517","18021","5073","21121","156008","113186","186387","244862","413679","2446467","420249"
"57338","0","3157183","0","Orange County Business Bank","Irvine","CA","92614","12/31/2014","2/18/2015","NM","17901 Von Karman Ave, # 100","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","12/26/2002","12/26/2002","4/24/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","https://www.ocbusinessbank.com","127378","0","0","0","0","0","0","7326","4365","12260","8684","28214","62484"
"12944","14523","176101","3596009","Orange County Trust Company","Middletown","NY","10940","12/31/2014","2/18/2015","SM","75 North Street","ORANGE COUNTY BANCORP, INC.","9","0","0","4","0","Orange","35620","New York-Newark-Jersey City, NY-NJ-PA","5/2/1892","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.orangecountytrust.com","336563","25","151","1258","3052","30805","18979","30644","33146","35946","42341","57429","72052"
"57373","0","3125557","3392881","Oregon Coast Bank","Newport","OR","97365","12/31/2014","2/18/2015","NM","909 Se Bay Boulevard","OREGON COAST BANCSHARES, INC.","5","0","0","8","1","Lincoln","","","7/8/2002","7/8/2002","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","www.oregoncoastbank.com","91331","523","1482","1373","2172","14788","5725","1344","5343","6560","12529","28857","10065"
"22334","14075","247140","1207516","Oregon Community Bank & Trust","Oregon","WI","53575","12/31/2014","2/18/2015","SM","733 North Main Street","OREGON BANCORP, INC.","2","0","0","4","0","Dane","31540","Madison, WI","9/15/1976","9/15/1976","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.oregoncommunitybank.com","168060","6952","2331","8471","2131","1554","1454","38657","11824","32020","40666","17443","2800"
"23007","10782","160360","3152423","Oregon Pacific Banking Company dba Oregon Pacific Bank","Florence","OR","97439","12/31/2014","2/18/2015","SM","1355 Highway 101","OREGON PACIFIC BANCORP","5","0","0","4","0","Lane","21660","Eugene, OR","12/17/1979","12/17/1979","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.opbc.com","124176","335","625","449","127","5613","8951","8873","4297","17234","11766","32725","27484"
"19118","15949","900258","1839261","Oregon Trail Bank","Guernsey","WY","82214","12/31/2014","2/18/2015","SM","Whalen St. & Wyoming Ave.","COMMUNITY BANKSHARES OF WYOMING","3","0","0","4","1","Platte","","","5/16/1964","5/16/1964","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","www.oregontrailbank.com","15655","0","107","542","0","973","440","959","1356","1475","1164","3256","5326"
"31469","7034","245276","2490575","Oriental Bank","San Juan","PR","926","12/31/2014","2/18/2015","NM","254 Munoz Rivera Avenue","OFG BANCORP","1","0","0","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","3/25/1965","3/25/1965","11/25/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","http://www.orientalbank.com","4960408","36417","4892","7988","29244","139198","1281164","1478741","113017","343874","705665","703945","10484"
"28866","2519","2376","0","Oritani Bank","Township Of Wash","NJ","7676","12/31/2014","2/18/2015","SB","370 Pascack Road","","26","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1911","9/27/1939","5/4/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.oritani.com","2615755","20881","10830","4627","8390","36632","91181","31240","20214","93085","117628","1964948","198726"
"1388","0","845452","1124574","Ormsby State Bank","Ormsby","MN","56162","12/31/2014","2/18/2015","NM","513 Main Street","ORMSBY BANCSHARES, INC.","1","0","0","2","1","Martin","","","7/1/1901","1/1/1934","9/11/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.ormsbybank.com","11046","0","164","391","324","0","0","3938","1084","2126","3007","12","0"
"713","10038","342410","1248153","Orrstown Bank","Shippensburg","PA","17257","12/31/2014","2/18/2015","SM","77 East King Street","ORRSTOWN FINANCIAL SERVICES, INC.","23","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","5/1/1919","1/1/1934","6/16/2007","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.orrstown.com","708105","21014","30770","13441","18169","53472","33851","162302","27499","33989","104291","152696","42179"
"1008","0","382742","0","OSB Community Bank","Brooklyn","MI","49230","12/31/2014","2/18/2015","SM","417 South Main Street","","3","0","0","4","0","Jackson","27100","Jackson, MI","10/1/1907","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http://www.osbcb.com","53321","761","209","1370","2589","3436","181","8188","6252","9290","14594","3510","1143"
"1837","0","948643","1138375","Ossian State Bank","Ossian","IN","46777","12/31/2014","2/18/2015","NM","102 North Jefferson Street","OSSIAN FINANCIAL SERVICES, INC.","2","0","0","4","0","Wells","23060","Fort Wayne, IN","10/19/1912","1/1/1934","1/2/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.ossianstatebank.com","57490","1166","3597","1225","1191","936","1178","9431","8290","11992","11110","6203","1171"
